food_id,Dish Name,Calories (kcal),Carbohydrates (g),Protein (g),Fats (g),Free Sugar (g),Fibre (g),Sodium (mg),Calcium (mg),Iron (mg),Vitamin C (mg),Folate (µg),source
IND-0851,Mutton (Lean meat),143.25,0.0,20.64,6.65,0.0,0.0,68.0,12.0,1.88,0.0,5.0,Indian Food Nutrition dataset provided by user
IND-0852,Fish (Rohu/Freshwater),97.23,0.0,16.64,3.12,0.0,0.0,58.0,110.0,0.92,1.2,8.0,Indian Food Nutrition dataset provided by user
IND-0853,Fish (Katla/Catla),111.45,0.0,19.24,3.48,0.0,0.0,55.0,120.0,0.98,1.4,9.0,Indian Food Nutrition dataset provided by user
IND-0854,Prawns/Shrimp,85.12,0.91,17.84,0.98,0.0,0.0,148.0,52.0,2.41,2.1,4.0,Indian Food Nutrition dataset provided by user
IND-0855,Almonds (Badam),579.24,21.55,21.15,49.93,4.35,12.5,1.0,269.0,3.71,0.0,44.0,Indian Food Nutrition dataset provided by user
IND-0856,Cashew nuts (Kaju),553.12,30.19,18.22,43.85,5.91,3.3,12.0,37.0,6.68,0.5,25.0,Indian Food Nutrition dataset provided by user
IND-0857,Walnuts (Akhrot),654.18,13.71,15.23,65.21,2.61,6.7,2.0,98.0,2.91,1.3,98.0,Indian Food Nutrition dataset provided by user
IND-0858,Peanuts (Moongfali),567.33,16.13,25.8,49.24,4.72,8.5,18.0,92.0,4.58,0.0,240.0,Indian Food Nutrition dataset provided by user
IND-0859,Pistachios (Pista),562.15,27.51,20.27,45.32,7.66,10.6,1.0,105.0,3.92,5.6,51.0,Indian Food Nutrition dataset provided by user
IND-0860,Raisins (Kishmish),299.14,79.18,3.07,0.46,59.19,3.7,11.0,50.0,1.88,2.3,5.0,Indian Food Nutrition dataset provided by user
IND-0861,Dates (Khajoor/Dry),277.25,74.97,1.81,0.15,66.47,6.7,1.0,64.0,1.02,0.4,15.0,Indian Food Nutrition dataset provided by user
IND-0862,Coconut (Fresh/Nariyal),354.12,15.23,3.33,33.49,6.23,9.0,20.0,14.0,2.43,3.3,26.0,Indian Food Nutrition dataset provided by user
IND-0863,Sesame seeds (Til),573.11,23.45,17.73,49.67,0.3,11.8,11.0,975.0,14.55,0.0,97.0,Indian Food Nutrition dataset provided by user
IND-0864,Flax seeds (Alsi),534.22,28.88,18.29,42.16,1.55,27.3,30.0,255.0,5.73,0.6,87.0,Indian Food Nutrition dataset provided by user
IND-0865,Chia seeds,486.15,42.12,16.54,30.74,0.77,34.4,16.0,631.0,7.72,1.6,49.0,Indian Food Nutrition dataset provided by user
IND-0866,Sunflower seeds,584.21,20.0,20.78,51.46,2.61,8.6,9.0,78.0,5.25,1.4,227.0,Indian Food Nutrition dataset provided by user
IND-0867,Pumpkin seeds,559.34,10.71,30.23,49.05,1.4,6.0,7.0,46.0,8.82,1.9,58.0,Indian Food Nutrition dataset provided by user
IND-0868,Sugar (White/Refined),387.0,99.98,0.0,0.0,99.98,0.0,1.0,1.0,0.05,0.0,0.0,Indian Food Nutrition dataset provided by user
IND-0869,Jaggery (Gud),383.15,95.0,0.4,0.1,85.2,0.0,30.0,80.0,2.64,0.0,0.0,Indian Food Nutrition dataset provided by user
IND-0870,Honey (Shahad),304.22,82.4,0.3,0.0,82.12,0.2,4.0,6.0,0.42,0.5,2.0,Indian Food Nutrition dataset provided by user
IND-0871,Papad (Roasted/Lijjat),326.12,59.12,20.45,1.12,0.5,8.42,1420.0,68.0,3.62,0.0,48.0,Indian Food Nutrition dataset provided by user
IND-0872,Papad (Fried),468.25,48.12,16.24,24.15,0.4,7.12,1210.0,55.0,2.94,0.0,38.0,Indian Food Nutrition dataset provided by user
IND-0873,Masala Omelette (Double Egg),245.62,3.12,14.28,19.45,1.86,0.85,385.0,78.0,2.15,6.4,38.0,Indian Food Nutrition dataset provided by user
IND-0874,Egg Bhurji (Anda Bhurji),195.42,4.25,12.86,14.12,2.14,1.12,342.0,68.0,1.86,8.2,32.0,Indian Food Nutrition dataset provided by user
IND-0875,Boiled Egg White (2 pieces),34.12,0.45,7.24,0.12,0.45,0.0,110.0,4.6,0.05,0.0,2.6,Indian Food Nutrition dataset provided by user
IND-0876,Egg Curry (2 Eggs with gravy),218.45,6.84,13.45,15.22,3.12,2.14,410.0,82.0,2.45,14.2,42.0,Indian Food Nutrition dataset provided by user
IND-0877,Egg Biryani,186.42,24.15,7.85,6.92,1.84,2.15,310.0,45.0,1.64,8.5,28.0,Indian Food Nutrition dataset provided by user
IND-0878,Egg Fried Rice,168.25,22.14,6.45,6.12,1.25,1.64,285.0,32.0,1.24,12.4,22.0,Indian Food Nutrition dataset provided by user
IND-0879,Egg Roll/Kathi Roll,265.12,28.45,9.85,12.64,2.45,2.14,450.0,64.0,1.85,10.2,26.0,Indian Food Nutrition dataset provided by user
IND-0880,Chicken Tikka (6 pieces),182.45,3.25,24.65,7.84,1.42,0.85,420.0,48.0,1.45,12.6,18.0,Indian Food Nutrition dataset provided by user
IND-0881,Chicken Reshmi Kebab,210.15,2.84,22.15,12.24,1.12,0.64,395.0,56.0,1.22,8.4,14.0,Indian Food Nutrition dataset provided by user
IND-0882,Chicken Seekh Kebab,195.64,4.12,20.45,10.85,1.64,1.12,440.0,42.0,1.68,6.2,16.0,Indian Food Nutrition dataset provided by user
IND-0883,Chicken Malai Tikka,235.42,3.15,21.84,15.12,1.86,0.54,380.0,72.0,1.14,4.2,22.0,Indian Food Nutrition dataset provided by user
IND-0884,Tandoori Chicken (Full Leg),178.25,2.45,26.14,7.12,1.12,0.65,360.0,38.0,1.52,14.5,16.0,Indian Food Nutrition dataset provided by user
IND-0885,Chicken Biryani (Hyderabadi style),198.45,23.65,11.45,6.85,1.92,2.14,340.0,36.0,1.42,9.8,24.0,Indian Food Nutrition dataset provided by user
IND-0886,Chicken Shawarma (Roll),248.65,24.12,14.85,11.12,2.85,1.86,490.0,52.0,1.64,8.6,21.0,Indian Food Nutrition dataset provided by user
IND-0887,Chicken Fried Rice,162.45,21.45,8.95,5.12,1.14,1.45,295.0,24.0,1.15,14.2,19.0,Indian Food Nutrition dataset provided by user
IND-0888,Chicken Noodles/Hakka Noodles,174.25,23.12,9.45,5.64,1.86,1.92,340.0,28.0,1.28,18.4,24.0,Indian Food Nutrition dataset provided by user
IND-0889,Kadai Chicken (Kadhai Chicken),165.42,4.85,14.65,9.84,2.64,1.86,365.0,44.0,1.42,28.6,32.0,Indian Food Nutrition dataset provided by user
IND-0890,Chicken Korma (Shahi),188.64,5.42,13.25,12.84,3.12,1.42,320.0,68.0,1.24,6.4,28.0,Indian Food Nutrition dataset provided by user
IND-0891,Chicken Saagwala (Palak Chicken),142.15,4.12,15.24,7.12,1.45,2.86,295.0,84.0,2.64,32.4,96.0,Indian Food Nutrition dataset provided by user
IND-0892,Chicken Do Pyaza,172.45,6.84,14.12,10.15,3.84,2.12,345.0,46.0,1.38,12.8,34.0,Indian Food Nutrition dataset provided by user
IND-0893,Chicken Chettinad,185.12,5.12,15.45,11.42,2.14,2.45,390.0,42.0,1.65,14.2,28.0,Indian Food Nutrition dataset provided by user
IND-0894,Chicken 65,248.95,7.85,18.42,16.12,1.42,1.12,510.0,34.0,1.52,16.4,22.0,Indian Food Nutrition dataset provided by user
IND-0895,Chicken Manchurian,182.45,8.95,13.64,10.25,4.12,1.45,460.0,28.0,1.18,18.6,25.0,Indian Food Nutrition dataset provided by user
IND-0896,Mutton Biryani (Hyderabadi style),215.64,22.84,12.15,8.94,1.85,2.14,360.0,42.0,1.85,8.4,22.0,Indian Food Nutrition dataset provided by user
IND-0897,Mutton Rogan Josh,192.45,4.85,14.85,12.64,2.45,1.92,340.0,58.0,2.14,10.2,28.0,Indian Food Nutrition dataset provided by user
IND-0898,Mutton Keema Matar,178.65,6.12,15.24,10.45,2.14,2.64,350.0,46.0,2.28,24.5,42.0,Indian Food Nutrition dataset provided by user
IND-0899,Mutton Curry (Dhaba style),185.42,4.12,15.84,11.64,2.12,1.85,365.0,48.0,2.05,11.4,26.0,Indian Food Nutrition dataset provided by user
IND-0900,Mutton Sukka (Dry),245.12,3.85,18.95,17.42,1.84,1.64,410.0,52.0,2.64,12.8,24.0,Indian Food Nutrition dataset provided by user
IND-0901,Fish Fry (Rava crusted / South Indian),210.45,7.84,18.25,12.14,0.85,1.12,420.0,64.0,1.45,8.4,18.0,Indian Food Nutrition dataset provided by user
IND-0902,Fish Curry (Goan style / Coconut),138.65,4.12,14.25,7.18,1.95,1.64,310.0,48.0,1.24,14.6,34.0,Indian Food Nutrition dataset provided by user
IND-0903,Fish Curry (Kerala style / Kudampuli),124.15,3.64,15.12,5.45,1.42,1.85,290.0,54.0,1.38,18.2,36.0,Indian Food Nutrition dataset provided by user
IND-0904,Fish Tikka (Tandoori),142.15,2.85,20.14,5.64,1.12,0.85,380.0,68.0,1.15,10.2,16.0,Indian Food Nutrition dataset provided by user
IND-0905,Prawn Masala / Prawn Curry,148.65,4.85,16.42,7.24,2.12,1.64,420.0,62.0,2.65,12.4,24.0,Indian Food Nutrition dataset provided by user
IND-0906,Prawn Biryani,175.42,23.12,9.85,5.24,1.64,1.95,340.0,44.0,2.14,8.6,22.0,Indian Food Nutrition dataset provided by user
IND-0907,Paneer Butter Masala,195.42,8.64,7.85,14.92,5.42,1.85,320.0,210.0,1.12,16.4,48.0,Indian Food Nutrition dataset provided by user
IND-0908,Kadai Paneer,168.25,7.45,8.95,11.84,3.85,2.45,340.0,240.0,1.24,42.6,64.0,Indian Food Nutrition dataset provided by user
IND-0909,Palak Paneer (Saag Paneer),135.64,5.12,8.45,9.12,2.14,2.86,290.0,260.0,2.45,38.4,180.0,Indian Food Nutrition dataset provided by user
IND-0910,Shahi Paneer (Mughlai),210.45,9.45,7.42,16.14,6.85,1.42,280.0,220.0,0.95,12.4,42.0,Indian Food Nutrition dataset provided by user
IND-0911,Matar Paneer,142.15,9.84,7.65,8.12,3.42,3.12,310.0,195.0,1.42,32.6,58.0,Indian Food Nutrition dataset provided by user
IND-0912,Paneer Bhurji,185.64,4.12,12.45,13.24,2.12,1.45,330.0,320.0,1.28,18.4,46.0,Indian Food Nutrition dataset provided by user
IND-0913,Paneer Tikka (Tandoori / 6 pieces),178.45,5.42,14.85,10.84,2.64,1.42,360.0,340.0,1.14,24.6,54.0,Indian Food Nutrition dataset provided by user
IND-0914,Paneer Lababdar,205.12,8.12,8.45,15.64,5.12,1.85,310.0,230.0,1.08,18.2,52.0,Indian Food Nutrition dataset provided by user
IND-0915,Paneer Do Pyaza,182.45,8.45,8.12,12.84,4.64,2.14,325.0,225.0,1.22,16.4,48.0,Indian Food Nutrition dataset provided by user
IND-0916,Paneer Pasanda,225.64,10.12,8.95,17.42,6.12,1.64,295.0,245.0,1.15,14.8,46.0,Indian Food Nutrition dataset provided by user
IND-0917,Dal Makhani,142.15,14.85,5.84,6.85,1.86,4.12,310.0,68.0,1.95,8.4,46.0,Indian Food Nutrition dataset provided by user
IND-0918,Dal Tadka (Yellow Dal / Toor Dal),98.45,12.14,4.85,3.42,1.12,3.14,280.0,32.0,1.42,12.6,38.0,Indian Food Nutrition dataset provided by user
IND-0919,Dal Fry,112.64,13.25,5.12,4.45,1.45,3.24,295.0,36.0,1.54,14.2,42.0,Indian Food Nutrition dataset provided by user
IND-0920,Chana Masala (Chole),148.65,18.45,6.42,5.64,2.85,5.42,360.0,54.0,2.64,16.8,84.0,Indian Food Nutrition dataset provided by user
IND-0921,Rajma Masala (Kidney beans curry),132.45,16.84,5.95,4.85,2.45,5.12,340.0,62.0,2.45,14.2,78.0,Indian Food Nutrition dataset provided by user
IND-0922,Pindi Chole (Dry),178.45,21.12,7.85,7.12,2.14,6.84,380.0,68.0,3.12,12.4,92.0,Indian Food Nutrition dataset provided by user
IND-0923,Amritsari Kulcha (Potato paneer stuffed),265.42,38.45,6.85,9.42,2.14,3.45,410.0,78.0,1.85,6.2,22.0,Indian Food Nutrition dataset provided by user
IND-0924,Bhature (1 piece),295.12,36.14,5.42,14.25,1.85,1.85,340.0,42.0,1.42,0.5,14.0,Indian Food Nutrition dataset provided by user
IND-0925,Chole Bhature (Combo per 100g),218.45,26.45,5.92,10.15,2.42,3.85,360.0,48.0,2.12,8.6,48.0,Indian Food Nutrition dataset provided by user
IND-0926,Poori Bhaji / Puri Masala (Aloo bhaji with puri),224.65,25.12,4.12,12.14,1.86,2.85,320.0,36.0,1.64,14.2,28.0,Indian Food Nutrition dataset provided by user
IND-0927,Pav Bhaji (Bhaji with butter pav),168.45,18.95,4.12,8.64,3.85,3.45,385.0,48.0,1.45,34.2,46.0,Indian Food Nutrition dataset provided by user
IND-0928,Misal Pav,152.15,19.45,5.64,6.12,2.45,4.12,420.0,52.0,2.14,18.6,54.0,Indian Food Nutrition dataset provided by user
IND-0929,Vada Pav (1 piece / 100g),245.64,32.45,5.12,10.84,2.14,2.85,410.0,34.0,1.65,8.4,26.0,Indian Food Nutrition dataset provided by user
IND-0930,Dabeli (Kutchi Dabeli),228.45,34.12,4.85,8.12,7.45,3.12,360.0,38.0,1.84,6.8,24.0,Indian Food Nutrition dataset provided by user
IND-0931,Bhel Puri,185.42,32.14,4.65,4.45,6.84,3.85,380.0,42.0,2.14,12.4,32.0,Indian Food Nutrition dataset provided by user
IND-0932,Sev Puri,215.64,30.45,4.85,8.64,5.42,3.45,395.0,48.0,1.95,14.6,28.0,Indian Food Nutrition dataset provided by user
IND-0933,Pani Puri / Golgappa (with teekha meetha pani),118.45,22.14,2.45,2.12,5.14,1.85,460.0,24.0,1.24,8.4,18.0,Indian Food Nutrition dataset provided by user
IND-0934,Dahi Puri / Dahi Sev Puri,168.45,24.12,4.12,6.45,9.85,2.14,310.0,94.0,1.15,8.2,26.0,Indian Food Nutrition dataset provided by user
IND-0935,Aloo Tikki Chaat (with chole and dahi),165.42,21.84,4.85,6.85,6.12,3.45,340.0,68.0,1.75,16.4,38.0,Indian Food Nutrition dataset provided by user
IND-0936,Papdi Chaat / Dahi Papdi Chaat,182.45,23.64,4.95,7.85,8.42,2.85,320.0,110.0,1.38,10.2,32.0,Indian Food Nutrition dataset provided by user
IND-0937,Ragda Pattice,158.64,22.45,5.12,5.84,4.12,4.12,360.0,46.0,2.05,18.4,48.0,Indian Food Nutrition dataset provided by user
IND-0938,"Samosa Chaat (with chole, curd and chutney)",195.42,24.15,5.42,8.95,6.84,3.12,350.0,58.0,1.85,12.6,34.0,Indian Food Nutrition dataset provided by user
IND-0939,Kachori Chaat (Khasta kachori chaat),210.64,25.84,5.64,9.85,7.12,3.24,370.0,62.0,1.92,10.4,36.0,Indian Food Nutrition dataset provided by user
IND-0940,Masala Puri (Bangalore style chaat),148.65,22.14,4.85,4.64,3.85,3.64,390.0,38.0,1.64,16.2,42.0,Indian Food Nutrition dataset provided by user
IND-0941,Sev Khamani / Amiri Khaman,172.45,21.85,6.42,6.84,5.12,3.85,340.0,54.0,1.48,12.4,36.0,Indian Food Nutrition dataset provided by user
IND-0942,Khandvi (Gujarati roll),138.65,15.24,5.85,6.24,2.14,2.45,360.0,84.0,1.24,6.4,32.0,Indian Food Nutrition dataset provided by user
IND-0943,Handvo (Savory baked lentil cake),195.42,26.45,7.12,6.85,3.12,4.85,380.0,92.0,1.85,14.6,44.0,Indian Food Nutrition dataset provided by user
IND-0944,Muthia (Steamed Gujarati fenugreek dumpling),148.65,22.14,5.42,4.64,2.85,4.12,320.0,86.0,2.14,18.2,56.0,Indian Food Nutrition dataset provided by user
IND-0945,Thepla (Methi Thepla),235.42,34.85,6.45,7.85,2.14,4.64,280.0,68.0,2.45,14.8,38.0,Indian Food Nutrition dataset provided by user
IND-0946,Poha (Batata Poha / Maharashtrian style),158.45,26.45,3.64,4.25,1.85,2.85,240.0,28.0,2.14,16.8,24.0,Indian Food Nutrition dataset provided by user
IND-0947,Kanda Poha (Onion Poha),152.15,25.84,3.45,3.95,2.14,2.64,230.0,32.0,1.95,14.2,22.0,Indian Food Nutrition dataset provided by user
IND-0948,Sabudana Khichdi (Tapioca pearl pilaf),225.64,36.85,3.42,7.24,1.45,1.85,210.0,18.0,1.12,8.4,16.0,Indian Food Nutrition dataset provided by user
IND-0949,Sabudana Vada (2 pieces),285.42,32.14,4.12,15.64,1.24,1.64,260.0,22.0,1.34,6.2,18.0,Indian Food Nutrition dataset provided by user
IND-0950,Upma (Rava / Sooji with vegetables),128.45,18.64,3.24,4.85,1.64,2.85,260.0,24.0,1.12,12.4,22.0,Indian Food Nutrition dataset provided by user
IND-0951,Semiya Upma (Vermicelli upma),132.64,19.45,3.12,4.64,1.45,2.45,250.0,22.0,1.05,10.8,19.0,Indian Food Nutrition dataset provided by user
IND-0952,Oats Upma (Vegetable oats),118.45,16.85,4.12,3.85,1.85,3.42,240.0,32.0,1.64,16.4,32.0,Indian Food Nutrition dataset provided by user
IND-0953,Ven Pongal (Ghee Pongal / Khara Pongal),165.42,21.84,4.65,6.85,0.85,2.14,220.0,26.0,1.42,4.2,28.0,Indian Food Nutrition dataset provided by user
IND-0954,Sweet Pongal (Sakkarai Pongal / Chakkara Pongal),248.65,48.12,3.85,4.85,32.45,1.85,42.0,38.0,1.85,0.5,14.0,Indian Food Nutrition dataset provided by user
IND-0955,Rava Idli (with ghee and seasoning),168.45,26.84,4.85,4.64,2.14,3.12,340.0,42.0,1.38,4.6,18.0,Indian Food Nutrition dataset provided by user
IND-0956,Kanchipuram Idli,152.15,24.85,5.12,3.85,1.42,2.85,290.0,34.0,1.25,2.4,22.0,Indian Food Nutrition dataset provided by user
IND-0957,Podi Idli (Mini idli tossed in ghee and gunpowder),195.42,26.45,5.84,7.64,1.12,3.45,380.0,48.0,2.14,0.0,26.0,Indian Food Nutrition dataset provided by user
IND-0958,Ghee Roast Dosa,245.64,32.14,5.42,10.85,1.12,2.85,210.0,24.0,1.24,0.0,14.0,Indian Food Nutrition dataset provided by user
IND-0959,Onion Rava Dosa,198.45,28.64,4.85,7.45,2.45,3.12,280.0,38.0,1.45,6.8,18.0,Indian Food Nutrition dataset provided by user
IND-0960,Mysore Masala Dosa,185.42,24.15,4.64,7.85,2.64,3.24,310.0,28.0,1.52,12.4,32.0,Indian Food Nutrition dataset provided by user
IND-0961,Set Dosa (Sponge dosa / 3 pieces),162.45,28.45,4.85,3.42,1.24,2.64,195.0,18.0,1.05,0.0,12.0,Indian Food Nutrition dataset provided by user
IND-0962,Pesarattu (Green gram whole dosa),175.42,24.85,8.64,4.85,1.42,4.64,240.0,46.0,2.45,8.4,48.0,Indian Food Nutrition dataset provided by user
IND-0963,MLA Pesarattu (with upma filling),192.64,28.45,7.85,5.84,1.85,4.12,280.0,42.0,2.12,8.2,42.0,Indian Food Nutrition dataset provided by user
IND-0964,Neer Dosa (Mangalore rice crepe),124.15,26.12,2.45,0.64,0.45,1.12,120.0,8.0,0.45,0.0,6.0,Indian Food Nutrition dataset provided by user
IND-0965,Adai (Multilentil protein dosa),188.45,26.45,9.45,4.85,1.84,5.42,260.0,58.0,2.85,4.6,56.0,Indian Food Nutrition dataset provided by user
IND-0966,Ragi Dosa (Finger millet dosa),154.25,28.64,4.85,2.64,1.12,4.85,210.0,120.0,2.14,0.0,16.0,Indian Food Nutrition dataset provided by user
IND-0967,Kuzhi Paniyaram (Savory paniyaram / Appe),172.45,26.84,4.85,5.12,1.64,2.85,240.0,24.0,1.15,4.2,16.0,Indian Food Nutrition dataset provided by user
IND-0968,Sweet Paniyaram (Unniyappam / Jaggery paniyaram),242.15,44.85,3.64,5.42,28.45,2.14,85.0,42.0,1.85,1.2,14.0,Indian Food Nutrition dataset provided by user
IND-0969,Idiyappam / Sevai (String hoppers),118.45,25.84,2.14,0.42,0.32,1.24,95.0,8.0,0.38,0.0,5.0,Indian Food Nutrition dataset provided by user
IND-0970,Lemon Sevai (Lemon string hoppers),145.64,24.12,2.85,4.25,0.85,1.85,220.0,14.0,0.65,12.4,18.0,Indian Food Nutrition dataset provided by user
IND-0971,Coconut Sevai,178.45,24.85,3.12,7.64,2.14,2.85,190.0,18.0,0.85,2.1,16.0,Indian Food Nutrition dataset provided by user
IND-0972,Tomato Sevai,138.45,22.84,2.64,4.12,1.95,2.14,240.0,16.0,0.72,16.8,22.0,Indian Food Nutrition dataset provided by user
IND-0973,Curd Sevai / Dahi Sevai,132.15,18.45,3.85,4.85,2.85,1.24,195.0,78.0,0.45,3.4,18.0,Indian Food Nutrition dataset provided by user
IND-0974,Puttu (Steamed rice flour and coconut cylinder),175.42,32.45,3.85,3.42,1.85,3.12,110.0,16.0,0.85,1.2,12.0,Indian Food Nutrition dataset provided by user
IND-0975,Kadala Curry (Kerala black chickpea curry),138.65,14.85,5.84,6.42,2.14,6.85,290.0,48.0,2.64,8.4,68.0,Indian Food Nutrition dataset provided by user
IND-0976,Kootu (South Indian vegetable lentil stew),88.45,10.12,3.85,3.64,2.14,3.85,210.0,42.0,1.24,14.6,44.0,Indian Food Nutrition dataset provided by user
IND-0977,Poriyal (Beans / Carrot / Cabbage stir fry with coconut),78.45,6.84,2.14,4.85,2.45,3.85,180.0,44.0,0.95,16.4,36.0,Indian Food Nutrition dataset provided by user
IND-0978,Kalan (Kerala spiced yogurt and yam/plantain curry),115.42,8.45,3.12,7.64,3.85,2.14,220.0,92.0,0.85,6.8,32.0,Indian Food Nutrition dataset provided by user
IND-0979,Olan (Ash gourd and cowpea in coconut milk),94.65,7.12,2.85,6.12,2.14,3.12,160.0,38.0,1.12,8.2,28.0,Indian Food Nutrition dataset provided by user
IND-0980,Pachadi (South Indian yogurt beetroot/pineapple relish),82.15,9.45,2.64,3.85,6.12,2.14,195.0,78.0,0.72,12.4,26.0,Indian Food Nutrition dataset provided by user
IND-0981,Erissery (Pumpkin and red bean in roasted coconut),128.45,12.85,4.12,6.85,3.42,4.85,190.0,46.0,1.85,14.2,42.0,Indian Food Nutrition dataset provided by user
IND-0982,Pulissery / Moru Curry (Spiced buttermilk curry),62.45,4.12,2.45,3.85,3.42,0.64,210.0,84.0,0.35,4.2,18.0,Indian Food Nutrition dataset provided by user
IND-0983,Tomato Rasam,28.45,3.85,1.12,0.95,1.45,1.42,180.0,18.0,0.65,22.4,24.0,Indian Food Nutrition dataset provided by user
IND-0984,Pepper Rasam (Milagu Rasam),32.15,4.12,1.24,1.12,0.85,1.64,195.0,22.0,0.85,14.6,18.0,Indian Food Nutrition dataset provided by user
IND-0985,Garlic Rasam (Poondu Rasam),35.64,4.85,1.45,1.24,1.12,1.85,190.0,28.0,0.92,16.2,22.0,Indian Food Nutrition dataset provided by user
IND-0986,Mysore Rasam,42.15,5.42,1.85,1.64,1.42,2.14,210.0,24.0,0.95,18.4,28.0,Indian Food Nutrition dataset provided by user
IND-0987,Vatha Kuzhambu (Sundakkai / Manathakkali),115.42,12.84,2.45,6.12,5.42,3.85,320.0,48.0,1.64,8.4,22.0,Indian Food Nutrition dataset provided by user
IND-0988,Ennai Kathirikai Kuzhambu (Stuffed baby brinjal curry),142.65,10.12,2.85,10.15,3.64,4.12,310.0,52.0,1.42,12.6,28.0,Indian Food Nutrition dataset provided by user
IND-0989,Mor Kuzhambu (Tamil Nadu buttermilk stew),78.45,5.42,3.12,4.85,3.85,1.12,240.0,98.0,0.58,6.8,24.0,Indian Food Nutrition dataset provided by user
IND-0990,Chettinad Veg Curry,132.45,9.45,3.64,8.85,3.12,3.85,290.0,48.0,1.38,24.6,42.0,Indian Food Nutrition dataset provided by user
IND-0991,Gutti Vankaya Kura (Andhra stuffed brinjal curry),158.42,11.24,3.85,11.12,3.85,4.64,340.0,62.0,1.85,16.4,36.0,Indian Food Nutrition dataset provided by user
IND-0992,Tomato Pappu (Andhra dal with tomatoes),105.42,13.85,5.12,3.45,2.14,3.45,260.0,38.0,1.54,22.8,48.0,Indian Food Nutrition dataset provided by user
IND-0993,Gongura Pappu (Andhra dal with sorrel leaves),112.65,12.45,5.64,4.85,1.42,4.12,280.0,74.0,2.85,28.4,62.0,Indian Food Nutrition dataset provided by user
IND-0994,Pesarapappu Charu (Moong dal rasam),45.64,5.84,2.45,1.42,0.95,1.64,195.0,22.0,0.85,12.4,26.0,Indian Food Nutrition dataset provided by user
IND-0995,Kandi Podi (Andhra spiced toor dal powder for rice),345.12,48.12,20.45,8.12,2.14,14.65,680.0,84.0,4.85,0.0,112.0,Indian Food Nutrition dataset provided by user
IND-0996,Karivepaku Podi (Curry leaf powder for rice),312.45,42.15,14.85,9.42,1.85,18.42,590.0,420.0,12.45,18.4,86.0,Indian Food Nutrition dataset provided by user
IND-0997,Nallakaram Podi (Andhra spicy black chilli podi),325.64,44.85,16.12,9.12,2.45,16.12,720.0,110.0,6.12,8.6,74.0,Indian Food Nutrition dataset provided by user
IND-0998,Idli Podi / Gunpowder (Tamil style with sesame),378.45,42.14,18.64,15.85,1.85,12.45,640.0,260.0,6.85,0.0,88.0,Indian Food Nutrition dataset provided by user
IND-0999,Tomato Thokku / Pickle,185.42,14.85,2.14,13.45,8.42,3.12,1850.0,42.0,1.85,18.6,22.0,Indian Food Nutrition dataset provided by user
IND-1000,Gongura Pachadi (Andhra roselle leaf pickle/chutney),165.42,8.95,3.12,13.12,1.85,4.64,1620.0,96.0,3.45,24.8,42.0,Indian Food Nutrition dataset provided by user
IND-1001,Avakaya (Andhra raw mango pickle in mustard oil),245.64,12.45,2.45,21.12,3.12,4.12,2450.0,48.0,1.95,28.4,18.0,Indian Food Nutrition dataset provided by user
IND-1002,Lime Pickle / Nimbu ka Achar,112.45,16.84,1.42,4.64,8.12,2.85,2800.0,54.0,1.24,42.6,14.0,Indian Food Nutrition dataset provided by user
IND-1003,Mixed Veg Pickle / Pachranga Achar,195.42,11.85,2.12,15.84,4.12,3.64,2200.0,46.0,1.75,22.4,26.0,Indian Food Nutrition dataset provided by user
IND-1004,Garlic Pickle / Lehsun ka Achar,210.45,18.45,4.85,13.24,6.42,3.12,1980.0,110.0,2.14,12.4,18.0,Indian Food Nutrition dataset provided by user
IND-1005,Green Chilli Pickle / Hari Mirch ka Achar,178.45,8.95,2.64,14.85,2.14,4.12,2150.0,38.0,1.64,68.4,24.0,Indian Food Nutrition dataset provided by user
IND-1006,Jalebi (Sugar syrup dipped spiral),365.42,68.14,3.12,9.45,54.12,0.85,28.0,24.0,0.85,0.0,8.0,Indian Food Nutrition dataset provided by user
IND-1007,Imarti (Urad dal sweet flower),348.65,64.85,5.12,8.12,48.64,1.85,34.0,38.0,1.24,0.0,14.0,Indian Food Nutrition dataset provided by user
IND-1008,Rasgulla (Bengali cottage cheese ball in syrup / 2 pieces),146.15,32.45,4.12,0.45,31.12,0.0,18.0,84.0,0.35,0.0,12.0,Indian Food Nutrition dataset provided by user
IND-1009,Gulab Jamun (Khoya / 2 pieces in syrup),324.65,48.12,4.85,12.84,42.15,0.45,42.0,110.0,0.72,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-1010,Kaju Katli / Kaju Barfi,428.45,54.12,9.85,19.84,44.12,1.85,14.0,38.0,2.85,0.0,16.0,Indian Food Nutrition dataset provided by user
IND-1011,Motichoor Ladoo / Boondi Ladoo,415.64,58.45,5.64,18.12,46.12,1.64,28.0,32.0,1.42,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-1012,Mysore Pak (Traditional ghee sweet),524.15,48.12,6.45,34.12,38.45,1.85,24.0,42.0,1.64,0.0,16.0,Indian Food Nutrition dataset provided by user
IND-1013,Soan Papdi / Patisa,468.45,59.12,6.85,22.84,45.12,2.14,32.0,48.0,1.85,0.0,18.0,Indian Food Nutrition dataset provided by user
IND-1014,Peda (Mathura Peda / Doodh Peda),385.42,56.14,11.24,12.85,51.12,0.0,64.0,340.0,0.85,0.5,24.0,Indian Food Nutrition dataset provided by user
